ID,BRIX,BRIXEXTRACTO,HORA,MUESTRAHUMM1,MUESTRASECAM2,POLEXTRACTO,POLREAL,PORCFIBRA,PORCHUMEDAD,PORCSACAROSA,PUREZA,TAMIZVACIOM0,WCANA,WH2O,CANA_ID
ff80808171e34f830171e35057100001,16.51,4.38,2019-08-03 06:00:00.000000,590.50,558.00,15.05,3.86,18.49,65.00,14.55,88.13,540.50,800.00,2400.00,ff80808171e34f830171e35056d00000
