ID,AVGCANTCANA,AVGNETACANA,AVGPORCAZURED,AVGPORCTRASH,AVGTRASHCANA,VERSION,DIATRABAJO_ID
ff808081716c39f201716c43535d0000,21.16,19.53,0.491,7.900,1.632,1,ff808081711cd37c01711cd403a70000
