ID,AVGCANTCANA,AVGCOGOLLOS,AVGNETACANA,AVGPORCTRASH,AVGTRASHCANA,DIATRABAJO_ID,AVGCANAINFECTADA,AVGCANASECA,AVGCEPA,AVGHOJAS,AVGOTROS,AVGPORCCANAINFECTADA,AVGPORCCANASECA,AVGPORCCOGOLLOS,AVGPORCHOJAS,AVGPORCOTROS,AVGPORCSUELO,AVGSUELO,VERSION,AVGPORCCEPA
ff80808171ce71c50171ce7275710000,0.00,0.84,0.00,0.000,0.000,ff808081711cd37c01711cd403a70000,0.16,0.13,0.10,0.56,0.00,0.82,0.64,3.99,2.78,0.00,0.00,0.00,1,0.47
