HORA,MLREDUCTORES,TRASHCANA_ID
2019-08-03 07:00:00.000000,37.6,ff808081716c39f201716c43535d0000
2019-08-03 11:00:00.000000,33.1,ff808081716c39f201716c43535d0000
2019-08-03 17:00:00.000000,40.5,ff808081716c39f201716c43535d0000
2019-08-03 19:00:00.000000,48,ff808081716c39f201716c43535d0000
2019-08-03 21:00:00.000000,25.3,ff808081716c39f201716c43535d0000
2019-08-03 23:00:00.000000,41.4,ff808081716c39f201716c43535d0000
2019-08-04 01:00:00.000000,36.5,ff808081716c39f201716c43535d0000
2019-08-04 03:00:00.000000,45.8,ff808081716c39f201716c43535d0000
2019-08-04 05:00:00.000000,47.7,ff808081716c39f201716c43535d0000
